,RECORD,BP_mbar_Max,BP_mbar_Min,Rain_mm_Tot,AirTC_Max,AirTC_Min,RH_Max,RH_Min,SlrkJ_Tot,TdC_Max,TdC_Min,AirTC_Avg,RH_Avg,WS_ms_Avg,SlrkJ_Avg,Eto
2374,23295,620.3877,599.8687,0.0,26.136,25.134,78.93,69.718,2035.12,21.26126,20.18712,25.61419,74.61654,2.120833,5.653112,0.03875084
2375,23296,619.9481,599.765,0.0,25.134,24.472,84.035,78.95100000000001,2030.912,21.63997,21.22351,24.75996,81.64556999999999,1.797708,5.641422,0.02514525
2376,23297,620.3236,599.7131,0.0,24.504,24.243,85.273,84.031,2038.412,21.73903,21.612029999999997,24.35474,84.88834,2.074445,5.662255,0.02259255
2377,23298,620.3236,599.8412,0.0,24.314,24.102,85.236,84.39,2041.6979999999999,21.65951,21.35602,24.20772,84.85036,2.238542,5.6713830000000005,0.02353841
2378,23299,620.3174,599.8382,0.0,24.173,23.984,84.941,84.12100000000001,1996.432,21.40612,21.27392,24.08048,84.51534000000001,1.839306,5.545644,0.02133016
2379,23300,620.2869,599.8138,0.0,24.073,23.893,85.14399999999999,84.46799999999999,1971.265,21.377229999999997,21.22581,23.98898,84.82099000000001,1.964376,5.4757370000000005,0.02168684
2380,23301,619.7436,599.7497,0.0,24.054,23.893,85.93,85.0,1893.944,21.47116,21.36046,23.96341,85.62321,1.0186110000000002,5.260954,0.01369678
2381,23302,600.9585,599.7802,0.0,23.993,23.852,85.824,84.023,1841.51,21.46912,21.08689,23.91368,84.69293,1.057361,5.1153059999999995,0.0147479
2382,23303,600.9493,599.7497,0.0,25.075,23.972,84.406,81.109,2141.929,21.67042,21.16255,24.44034,83.20619,0.927847,5.949803,0.01981476
2383,23304,620.3022,599.7192,0.0,26.096,25.056,81.336,75.508,2484.4829999999997,21.89944,21.120260000000002,25.64709,77.81363,1.1125,6.901342999999999,0.02963864
2384,23305,619.7863,599.7405,0.0,27.188,25.615,76.178,70.943,2260.696,22.12169,20.467370000000003,26.20571,73.03577,1.075972,6.279711,0.03388239
2385,23306,619.8749,599.7497,0.0,28.66,26.157,71.523,62.522,2674.1740000000004,21.09303,20.18944,27.20388,67.2056,1.5003469999999999,7.428261,0.05450192
2386,23307,619.8993,599.71,0.0,30.541,28.2,63.542,55.353,3130.0359999999996,21.2176,19.96673,28.74084,60.86963000000001,1.665486,8.694544,0.07265119
2387,23308,620.3389,599.7802,0.0,31.669,29.451,57.496,49.853,3412.906,20.95693,19.6337,30.56417,53.75346999999999,1.289374,9.480295,0.07114509
2388,23309,620.3999,599.7711,0.0,32.588,30.869,53.483999999999995,46.271,3588.8559999999998,20.57819,19.26399,31.66815,49.24142,1.311181,9.969044,0.08023815
2389,23310,620.3358,599.9084,0.0,34.396,31.72,50.011,40.611999999999995,3573.893,21.0611,18.787670000000002,32.79373,45.51905,1.51243,9.927482000000001,0.09821118
2390,23311,620.0855,599.8962,0.0,34.994,32.658,46.854,39.165,3628.0809999999997,20.415570000000002,18.815920000000002,33.93037,42.20245,1.692291,10.078,0.1163204
2391,23312,620.1038,599.8962,0.0,35.273,33.277,42.785,36.707,2732.73,19.627779999999998,17.82274,34.45051,39.599709999999995,1.244444,7.590917,0.09187675
2392,23313,620.1923,599.7955,0.0,34.466,33.277,40.154,37.134,2044.5520000000001,18.32785,17.28955,33.70736,38.91711,1.3453469999999998,5.67931,0.0968334
2393,23314,620.1343,599.8504,0.0,34.015,31.54,45.0,37.336999999999996,1820.306,18.20834,17.30575,32.42488,41.92434,2.0889580000000003,5.056406,0.1327644
2394,23315,620.0947,599.8229,0.0,31.548,29.66,48.923,44.769,1837.38,18.29965,17.73411,30.55228,47.100559999999994,2.5505560000000003,5.103832,0.1022787
2395,23316,620.0702,599.8077,0.0,29.701,27.829,59.653999999999996,48.919,1886.129,19.278270000000003,17.81215,28.76288,54.07965,2.385625,5.239248,0.08111145
2396,23317,620.3724,599.9329,0.0,27.81,26.157,68.32,59.742,2007.406,20.00675,19.27153,26.92273,64.79703,2.36375,5.576127,0.05901999
2397,23318,620.3724,599.9207,0.0,26.198,25.224,74.20100000000001,67.712,2040.265,20.32033,19.63103,25.69327,70.02554,1.8852779999999998,5.667403,0.04230966
2398,23319,619.9176,599.7527,0.0,25.216,24.273,82.78299999999999,74.226,2050.924,21.23489,20.30651,24.65705,78.69407,1.661389,5.697011,0.02743784
2399,23320,620.3816,599.826,0.0,24.353,24.154,85.226,82.806,2037.9979999999998,21.66657,21.20632,24.26616,84.42999,1.69993,5.661107,0.02059527
2400,23321,620.3328,599.7222,0.0,24.424,24.132,86.324,85.07799999999999,2036.0179999999998,21.919439999999998,21.51689,24.27256,85.40044,1.517084,5.655606,0.01813382
2401,23322,620.3480000000001,599.7253,0.0,24.343,24.064,86.75,86.05,2037.9479999999999,21.9566,21.65889,24.17863,86.43544,1.906527,5.660966999999999,0.01938723
2402,23323,600.9219,599.8412,0.0,24.124,23.762,88.25399999999999,86.689,2031.935,21.86335,21.70276,23.9754,87.49445,1.419653,5.644264,0.0150596
2403,23328,620.2625,599.7833,0.0,26.206,23.782,90.777,77.438,2444.089,22.5451,21.7308,24.71649,85.73519,1.335764,6.789136,0.02328746
2404,23329,620.0183,599.7833,0.0,28.689,25.856,78.699,64.988,3645.559,22.21852,20.659110000000002,27.60495,69.52253,2.108819,10.12655,0.06958887
2405,23330,620.3358,599.7802,0.0,30.638,27.608,65.97,54.931999999999995,3362.14,21.35227,20.2134,28.88552,61.652640000000005,1.790902,9.339277000000001,0.07636718
2406,23331,619.8962,599.7833,0.0,32.508,29.66,57.748000000000005,45.271,4407.358,21.20569,19.02836,31.0185,52.41026,1.886875,12.24266,0.1031419
2407,23332,620.3877,599.7344,0.0,34.166,31.359,51.15,39.781,4807.891,20.52321,18.48183,32.9566,45.15781,1.7329860000000001,13.35525,0.1138292
2408,23333,620.0549,599.7497,0.0,36.181,33.068,45.769,35.503,4698.224,20.39249,18.0515,34.54787,40.13625,1.7334720000000001,13.05062,0.1261754
2409,23334,619.9237,599.826,0.0,36.919,35.173,39.8,33.282,4380.670999999999,19.81152,17.74867,35.89133,36.16337,1.816944,12.16853,0.1414431
2410,23335,620.1282,599.6887,0.0,37.548,35.404,36.439,31.604,3622.5820000000003,19.09962,17.39689,36.56544,33.825359999999996,1.46868,10.06273,0.1213295
2411,23336,620.1679,599.7955,0.0,37.886,35.733,34.632,30.112,2971.085,18.63939,17.0906,36.73,32.52917,2.015972,8.253016,0.1618266
2412,23337,620.0366,599.7955,0.0,36.58,34.786,35.716,32.08,2208.911,17.64245,16.88178,35.56551,33.850970000000004,2.4912509999999997,6.135863,0.1860863
2413,23338,620.0244,599.8168,0.0,34.755,31.528,45.263000000000005,35.371,1850.0620000000001,18.30111,17.13622,33.03938,40.984970000000004,3.034792,5.139061,0.1884162
2414,23339,620.4518,599.9329,0.0,31.54,29.22,51.601000000000006,45.193000000000005,1878.332,18.35044,18.18011,30.32604,48.46924,2.801389,5.21759,0.1050948
2415,23340,620.0702,599.7589,0.0,29.208,27.478,58.50899999999999,51.568000000000005,1973.95,18.70065,18.22736,28.29213,55.40571,3.034791,5.483194,0.09001731
2416,23341,620.058,599.7497,0.0,27.478,26.177,64.988,58.476000000000006,2021.245,19.23726,18.61291,26.80843,61.89278,2.105556,5.614569,0.05910337
2417,23342,619.9084,599.8107,0.0,26.198,25.236,67.34,63.052,2032.773,19.12327,18.36518,25.72641,65.26704000000001,1.89993,5.646591,0.04902501
2418,23343,619.9084,599.765,0.0,25.224,24.284,75.738,67.273,2026.6029999999998,19.80356,18.71542,24.72359,71.64757,1.488333,5.629454,0.03343907
2419,23344,619.881,599.7711,0.0,24.304,23.632,85.05799999999999,75.8,2037.5929999999998,21.03289,19.62813,23.91896,80.10186,1.374514,5.65998,0.02233513
2420,23345,620.3358,599.9451,0.0,23.682,23.421,88.088,85.111,2067.5879999999997,21.37405,21.0291,23.53241,87.02905,1.8239580000000002,5.743301,0.01782166
2421,23352,600.9127,599.7955,0.0,24.876,23.11,91.434,82.50399999999999,2271.62,21.93427,21.3562,23.8068,87.2701,0.8413193000000001,6.310057,0.01525298
2422,23353,620.3328,599.9023,0.0,27.65,24.896,82.59200000000001,67.416,2803.305,21.867160000000002,20.84712,26.10899,75.19677,1.497778,7.786958,0.04193051
2423,23354,620.3389,599.7497,0.0,30.32,26.789,69.258,53.352,3676.8309999999997,21.208070000000003,19.395570000000003,28.77687,60.10771,2.796182,10.21342,0.1141453
2424,23355,619.9481,599.8107,0.0,31.708,29.35,55.528999999999996,46.86,3698.795,20.43327,18.86872,30.35436,52.49078000000001,2.74257,10.27443,0.1366835
2425,23356,620.403,599.7375,0.0,33.616,30.791,49.716,42.48,4389.603,20.11448,18.71059,32.3208,46.01352,2.612084,12.19334,0.1550628
2426,23357,620.0825,599.7344,0.0,34.964,31.579,48.062,37.603,3988.0370000000003,20.05388,18.027810000000002,33.2303,42.394870000000004,2.536041,11.07788,0.1625886
2427,23358,620.0336,599.9207,0.0,35.702,33.017,41.148,35.373000000000005,3588.37,19.384339999999998,17.629820000000002,34.22986,38.475229999999996,2.765069,9.967692999999999,0.1885653
2428,23359,620.113,599.6765,0.0,35.873,33.787,39.263000000000005,34.323,3336.8520000000003,18.92762,17.10054,34.78605,36.93913,2.840903,9.269033,0.1989137
2429,23360,620.1313,599.7955,0.0,35.962,33.027,39.205999999999996,34.029,2621.8990000000003,18.40316,17.107770000000002,34.77589,36.05362,2.6971529999999997,7.283053999999999,0.1913459
2430,23361,620.4609,599.7131,0.0,34.765,33.068,39.458,35.945,2258.904,17.797,17.066129999999998,33.85201,37.72752,2.834168,6.274734,0.1908281
2431,23362,620.1923,599.8565,0.0,33.027,30.47,46.35,39.404,1854.987,17.808529999999998,17.34447,31.8018,42.689479999999996,2.473402,5.152741000000001,0.1502337
2432,23363,620.1069,599.9298,0.0,30.478,29.0,50.48,46.347,1869.3770000000002,17.786579999999997,17.52006,29.72684,48.37836,2.2612490000000003,5.192715,0.09028024
2433,23364,601.0439,599.7375,0.0,29.0,27.548,60.077,50.478,1936.28,19.19139,17.68745,28.21611,56.1891,2.211389,5.378555,0.07268454
2434,23365,619.9512,599.7375,0.0,27.56,26.699,65.01899999999999,60.042,1989.362,19.606279999999998,19.04116,27.12746,61.73356,1.593334,5.5260050000000005,0.04973289
2435,23366,620.3236,599.8412,0.0,26.678,25.646,72.16,65.074,2040.515,20.29821,19.58645,26.16271,68.47839,2.490278,5.6680980000000005,0.05347651
2436,23367,619.8749,599.765,0.0,25.656,24.876,79.562,72.21600000000001,2046.954,21.124679999999998,20.27575,25.26367,75.86275,1.72757,5.6859839999999995,0.03217103
2437,23368,620.3236,599.7222,0.0,24.876,24.464,83.088,79.531,2064.895,21.51959,21.0941,24.65272,81.96263,1.720764,5.735819,0.02403816
2438,23369,620.3236,599.8016,0.0,24.535,24.273,84.609,82.867,2040.1470000000002,21.56165,21.356279999999998,24.40813,83.47527,1.495903,5.667075,0.02017961
2439,23370,600.9005,599.7344,0.0,24.324,23.952,85.74600000000001,84.605,2025.474,21.631,21.39583,24.14605,85.18151999999999,1.530486,5.626317,0.01840239
2440,23371,620.3083,599.71,0.0,24.093,23.872,86.95100000000001,85.60700000000001,2030.164,21.62323,21.46702,23.99989,86.11525,1.518888,5.639346,0.01721329
2441,23372,620.3022,599.71,0.0,23.912,23.562,88.48,86.945,1979.9170000000001,21.66146,21.54797,23.70852,87.95959,1.076042,5.499771,0.01219178
2442,23375,619.8352,599.7009,0.0,24.022,23.1,89.97200000000001,85.855,2131.6839999999997,21.68141,21.359360000000002,23.39869,88.79602,0.7493052,5.921344,0.01273981
2443,23376,620.2625,599.7222,0.0,25.856,23.972,85.777,74.376,2674.345,21.59684,20.76533,24.94291,80.04684,2.1435419999999996,7.428736,0.04435232
2444,23377,620.3267,599.7955,0.0,28.388,25.897,74.832,58.888999999999996,3450.825,21.551270000000002,19.25807,27.1449,67.6675,2.586041,9.585626,0.08497766
2445,23378,620.3846,599.7192,0.0,30.34,27.188,62.099,49.778,3592.292,19.8778,18.52076,28.81216,56.1045,3.061667,9.978589999999999,0.1342557
2446,23379,620.3877,599.7497,0.0,32.248,30.09,51.847,40.621,4259.274,19.641820000000003,16.9438,31.10692,47.06004,2.5289580000000003,11.83132,0.1447596
2447,23380,620.0061,599.8107,0.0,33.724,31.359,44.483000000000004,36.47,4399.809,18.58675,16.451529999999998,32.64865,40.43257,2.697917,12.221689999999999,0.1758562
2448,23381,620.1069,599.8412,0.0,34.882,32.668,40.451,30.776,4332.08,18.310129999999997,15.15143,33.93623,35.71948,2.3405549999999997,12.03355,0.1713348
2449,23382,620.4457,599.9329,0.0,36.072,34.115,33.943000000000005,27.701999999999998,4107.819,17.00123,13.85358,35.02948,30.608290000000004,2.14889,11.41061,0.1738227
2450,23383,620.1526,599.7466,0.0,36.491,34.645,30.619,24.088,3441.4829999999997,15.470220000000001,12.397160000000001,35.74864,26.749740000000003,2.26493,9.559674000000001,0.1922357
2451,23384,620.0549,599.8871,0.0,36.469,35.464,29.033,25.423000000000002,2678.34,15.023420000000002,13.00917,35.9109,26.71705,1.8727779999999998,7.439832000000001,0.1616253
2452,23385,620.1709999999999,599.7924,0.0,35.921,34.794,29.159000000000002,24.9,2127.92,14.68944,12.5099,35.4578,27.05084,1.652222,5.910888,0.141841
2453,23386,600.928,599.8596,0.0,35.304,32.976,30.932,27.013,1900.977,13.99042,12.99545,34.0241,29.303009999999997,0.8229167,5.280492,0.07186402
2454,23387,600.9554,599.826,0.0,33.039,30.798,33.443000000000005,30.555999999999997,1862.723,13.57104,12.79525,31.84798,32.08741,0.02083333,5.1742300000000006,0.00455538
2455,23388,620.0916,599.9451,0.0,30.791,28.048,58.18899999999999,33.441,1917.217,19.08277,12.86036,29.43629,49.77864,2.452917,5.325602,0.09191966
2456,23389,620.0336,599.7222,0.0,28.04,26.266,65.367,58.216,2012.616,19.471870000000003,19.08274,27.04344,62.71595,2.3804849999999997,5.5906,0.06291357
2457,23390,620.3969,599.9329,0.0,26.266,25.326,70.115,65.339,2033.339,19.53195,19.17018,25.79087,67.26264,1.838959,5.6481650000000005,0.04543338
2458,23391,620.0061,599.9359,0.0,25.376,24.695,79.324,70.05,2045.891,20.90101,19.49571,25.05735,75.13566999999999,1.940625,5.6830300000000005,0.03538605
2459,23392,619.9207,599.9084,0.0,24.716,24.472,82.598,79.292,2066.9120000000003,21.38401,20.87489,24.55899,81.64706,2.0112490000000003,5.741421,0.02677111
2460,23393,620.3969,599.8138,0.0,24.774,24.514,82.63600000000001,81.336,2057.984,21.47843,21.3342,24.67671,81.92241999999999,2.268751,5.716621,0.02841075
2461,23394,619.8352,599.765,0.0,24.724,24.334,82.572,81.986,2039.943,21.476229999999997,21.13954,24.51105,82.36251999999999,1.734722,5.666507,0.02354597
2462,23395,600.8608,599.7497,0.0,24.375,24.012,82.359,81.49600000000001,1971.3829999999998,21.16805,20.6708,24.2294,81.90182,1.542292,5.476063,0.02217759
2463,23396,600.9249,599.9329,0.0,24.034,23.752,81.656,75.699,1951.763,20.67631,19.22689,23.90146,79.13762,2.045069,5.421563,0.02979256
2464,23397,620.3663,599.7344,0.0,23.772,22.99,76.123,74.804,1861.1229999999998,19.24333,18.55648,23.42446,75.37276,1.357292,5.169785,0.02644124
2465,23398,600.8853,599.7466,0.0,23.02,22.368,78.188,75.97,1741.191,18.58023,18.36184,22.61951,77.22878,0.170625,4.836641999999999,0.005899955
2466,23399,620.3358,599.765,0.0,24.382,22.409,78.191,70.708,2159.482,18.76231,18.43151,23.18432,75.23656,0.7363194000000001,5.998562000000001,0.02220611
2467,23400,620.3480000000001,599.6734,0.0,27.068,24.334,70.562,59.07,2851.448,18.847179999999998,18.01231,25.57889,64.84586,1.469236,7.920689,0.0556177
2468,23401,620.406,599.7985,0.0,29.24,26.758,59.208,50.016999999999996,3481.015,18.464679999999998,17.575979999999998,27.93517,54.65727,2.146042,9.669487,0.101725
2469,23402,620.3694,599.8321,0.0,30.779,28.708,51.693000000000005,44.402,3967.723,18.268829999999998,17.17652,29.61127,48.59199,2.576596,11.02145,0.138448
2470,23403,620.0305,599.8412,0.0,32.1,30.119,47.286,39.076,4256.975,17.9741,16.1672,31.24275,42.64788,2.942223,11.82493,0.1773235
2471,23404,600.9524,599.7802,0.0,34.396,31.56,41.526,32.955,4412.005,17.49023,15.077670000000001,32.64652,37.14111,2.533541,12.25557,0.1756193
2472,23405,620.0947,599.8718,0.0,35.285,33.107,37.33,28.218000000000004,4368.652,16.7059,13.34128,34.30296,31.6736,2.683887,12.13515,0.2052464
2473,23406,620.1404,599.8168,0.0,35.912,34.396,30.537,24.954,3880.1290000000004,14.953439999999999,12.39697,35.12425,27.25515,2.932085,10.778139999999999,0.2371616
2474,23407,620.3877,599.7192,0.0,36.628,34.486,28.703000000000003,24.835,3345.512,14.535420000000002,12.49463,35.75007,26.145789999999998,2.0425,9.29309,0.1768506
2475,23408,620.0549,599.826,0.0,36.411,34.984,29.142,25.308000000000003,2739.388,15.37258,12.54579,35.68537,26.890620000000002,2.157361,7.609412,0.182229
2476,23409,620.1404,599.8504,0.0,35.702,34.774,28.864,25.732,2305.6820000000002,14.482999999999999,12.86096,35.33471,27.3435,1.807708,6.404671,0.1532185
2477,23410,600.9829,599.7497,0.0,34.774,33.136,31.39,28.125,1934.7920000000001,14.21541,13.59937,33.88412,29.914890000000003,1.631667,5.374423,0.1313546
2478,23411,600.9097,599.7497,0.0,33.148,31.189,35.648,31.355999999999998,1931.165,14.2969,13.829379999999999,32.20776,33.30531,0.2888195,5.364347,0.02399431
2479,23412,620.1526,599.7222,0.0,31.201,28.298,63.66,35.443000000000005,1996.499,20.78255,14.09237,29.67806,52.55725,1.894722,5.545831,0.07380139
2480,23413,620.058,599.765,0.0,28.32,26.568,68.906,63.626000000000005,2061.571,20.90617,20.408179999999998,27.25118,67.17218000000001,2.084444,5.726585,0.05152022
2481,23414,620.0305,599.8168,0.0,26.578,25.656,73.96,68.926,2042.871,20.69395,20.40445,26.10036,71.39442,1.6904860000000002,5.674641,0.03814206
2482,23415,619.9298,599.9329,0.0,25.656,25.014,77.66,73.934,2010.6770000000001,20.88653,20.64956,25.33069,75.82053,0.7693055999999999,5.585215,0.01850018
2483,23416,619.8596,599.8565,0.0,25.014,24.494,81.203,77.625,2001.0379999999998,21.10815,20.825779999999998,24.75595,79.4017,1.506389,5.55844,0.02500759
2484,23417,620.3480000000001,599.8016,0.0,24.504,24.054,83.836,81.197,1996.326,21.233,21.04376,24.29484,82.51314,1.121459,5.545351,0.01755198
2485,23418,620.3816,599.7375,0.0,24.132,23.802,84.777,83.72,1972.399,21.2499,21.08134,23.98691,84.17017,0.86625,5.478886,0.01345794
2486,23419,620.2839,599.7222,0.0,23.852,23.392,85.367,79.656,1906.955,21.099510000000002,19.8339,23.61951,83.24247,0.7686804,5.297097,0.0128716
2487,23420,620.3602,599.7436,0.0,23.612,23.09,79.63,76.422,1919.257,19.87602,18.804679999999998,23.40075,77.34329,1.1806940000000001,5.331269,0.0223293
2488,23421,600.116,599.6978,0.0,23.11,22.268,77.957,76.6,1862.4270000000001,18.816779999999998,18.18552,22.64084,77.44115,1.1181940000000001,5.173408,0.02095207
2489,23422,620.2717,599.7955,0.0,23.132,22.058,77.562,67.324,1897.473,18.20413,16.73933,22.30332,74.99356,1.796457,5.270759,0.03105578
2490,23423,620.4335,599.9329,0.0,25.014,23.08,67.348,58.867,2325.822,16.72887,16.19335,23.98509,62.5075,1.5815270000000001,6.460615,0.05953839
2491,23424,620.3877,599.7558,0.0,26.818,24.864,59.396,51.652,2813.685,16.6216,15.979510000000001,25.80279,55.92135,1.64125,7.815791,0.07503694
2492,23425,620.3236,599.765,0.0,29.01,26.418,52.158,44.422,3344.8,16.23317,15.449620000000001,27.74125,48.34535,2.609931,9.29111,0.1341817
2493,23426,619.9786,599.7466,0.0,30.798,28.56,46.023,40.794000000000004,3876.627,16.5576,15.42075,29.38788,43.74751,2.918125,10.768410000000001,0.1660352
2494,23427,619.9237,599.7344,0.0,32.199,29.76,43.995,36.486,4297.325,16.930120000000002,15.1403,31.18411,39.96411,2.27,11.93701,0.1492629
2495,23428,620.0671,599.7222,0.0,33.517,31.678,39.48,33.11,4568.36,16.58594,14.589670000000002,32.41964,36.446999999999996,2.522084,12.68989,0.1764037
2496,23429,600.9554,599.9207,0.0,34.544,32.568,36.178000000000004,30.259,4505.575,16.225179999999998,14.184970000000002,33.59868,32.54247,2.515347,12.51549,0.1899516
2497,23430,600.9127,599.9329,0.0,35.375,33.558,32.528,25.724,4088.848,15.35516,12.640460000000001,34.50564,28.89888,2.498473,11.35791,0.2007315
2498,23431,620.0794,599.7375,0.0,35.873,34.275,29.588,24.539,3393.25,14.43167,11.979230000000001,35.1523,26.36755,2.932987,9.425694,0.2391282
2499,23432,619.9512,599.8871,0.0,36.372,34.815,26.834,23.346,2729.9990000000003,13.64661,11.49093,35.45121,25.217389999999998,2.404027,7.583330999999999,0.2040793
2500,23433,619.9603,599.8596,0.0,35.694,34.316,26.714000000000002,23.195,2412.14,13.06603,11.27641,34.9674,25.35417,1.929098,6.700388,0.1659477
2501,23434,620.1404,599.7985,0.0,34.474,33.007,27.721999999999998,25.302,2057.423,12.443660000000001,11.56517,33.86688,26.245390000000004,1.196736,5.715063,0.1047701
2502,23435,600.9432,599.8229,0.0,33.046,31.978,29.090999999999998,27.493000000000002,2049.888,12.00714,11.56002,32.48147,28.12492,0.9138889000000001,5.694132,0.06784967
2503,23436,620.1069,599.7344,0.0,32.06,27.9,57.068000000000005,28.923000000000002,2056.928,18.81339,11.72061,29.91663,44.358670000000004,1.8098610000000002,5.713687999999999,0.08409974
2504,23437,620.0305,599.8199,0.0,27.919,26.288,64.21600000000001,57.095,2175.958,19.02717,18.58902,26.9716,60.713809999999995,1.907848,6.044328,0.05750563
2505,23438,619.9603,599.7497,0.0,26.288,25.426,70.164,64.212,2235.2870000000003,19.649379999999997,18.993920000000003,25.83856,67.17090999999999,1.513959,6.209131,0.04026303
2506,23439,620.0061,599.8535,0.0,25.466,24.854,73.984,70.128,2195.305,19.95925,19.58654,25.1862,72.18823,1.197708,6.098069000000001,0.02882752
2507,23440,619.9207,599.7253,0.0,24.876,24.343,76.66,73.949,2070.528,20.0555,19.87947,24.57112,75.54857,0.6502779000000001,5.751467,0.01634229
2508,23441,619.9054,599.7344,0.0,24.362,23.792,78.714,76.65,2027.759,20.04113,19.74522,24.04543,77.57588,0.6864585,5.632664,0.01553602
2509,23442,619.9115,599.9451,0.0,24.253,23.652,78.508,67.203,1984.2720000000002,19.80718,17.67556,23.91493,73.45794000000001,0.45027799999999996,5.511867,0.01320191
2510,23443,619.8474,599.7344,0.0,24.214,22.609,70.07600000000001,66.188,1863.97,17.80943,16.73487,23.50517,67.39909,0.1622917,5.177695,0.007529091
2511,23444,619.8627,599.71,0.0,22.9,21.968,71.125,65.814,1766.816,16.86347,16.06557,22.49018,68.27979,0.1491667,4.907822,0.006781491
2512,23445,619.9237,599.8412,0.0,22.79,22.318,66.859,64.98,1831.529,16.09788,15.77715,22.56363,66.14182,0.4920834,5.087582,0.01665911
2513,23446,619.9573,599.765,0.0,22.71,22.068,67.291,64.914,1839.539,15.83901,15.686279999999998,22.39934,66.05301999999999,0.20263889999999998,5.109831,0.008759998
2514,23447,600.9097,599.8718,0.0,25.516,22.52,65.544,57.24100000000001,2326.353,16.69203,15.74552,23.85482,62.10886,0.2885417,6.462092,0.01632547
2515,23448,620.3358,599.8443,0.0,27.669,25.474,57.238,51.605,2920.538,17.07969,16.37644,26.54934,54.70821,1.701181,8.112605,0.08067206
2516,23449,600.9585,599.9451,0.0,29.4,26.957,53.195,46.312,3491.2929999999997,17.12404,16.3948,28.1298,49.90185,2.515833,9.698036,0.12777
2517,23450,600.9097,599.826,0.0,31.119,28.15,50.38,42.437,4201.04,17.526120000000002,16.4249,29.40721,46.95928,2.720417,11.66956,0.1489346
2518,23451,619.9084,599.768,0.0,33.058,30.279,45.052,33.455,4646.569,17.681520000000003,14.34554,31.70534,39.820240000000005,2.564444,12.90714,0.1678788
2519,23452,619.9481,599.8412,0.0,34.085,31.548,39.688,32.121,4578.909000000001,16.867420000000003,14.85436,32.81359,35.480140000000006,2.485347,12.71919,0.1780002
2520,23453,600.9371,599.7161,0.0,34.655,32.108,39.091,32.304,3809.98,17.1923,14.978439999999999,33.34545,34.28738,2.743611,10.58328,0.1970297
2521,23454,600.9432,599.9084,0.0,35.453,32.699,37.564,32.23,3356.316,17.467129999999997,15.21359,33.62382,34.95945,2.337917,9.3231,0.1701704
2522,23455,620.0825,599.8748,0.0,35.624,33.308,35.425,28.574,2977.0609999999997,16.25531,13.980789999999999,34.25339,31.12176,2.067709,8.269614,0.1625659
2523,23456,620.0702,599.9084,0.0,35.612,33.158,33.912,28.109,2616.136,15.68649,14.0446,34.22229,30.98967,2.2696520000000002,7.2670449999999995,0.1757761
2524,23457,620.0061,599.7924,0.0,34.216,32.636,35.042,31.583000000000002,2318.894,15.579270000000001,14.73042,33.47456,33.077940000000005,2.072014,6.4413730000000005,0.1550525
2525,23458,600.9585,599.768,0.0,33.238,32.0,38.055,34.335,2028.73,16.09098,15.340779999999999,32.51329,36.330940000000005,1.617153,5.635362000000001,0.1164085
2526,23459,620.1008,599.7772,0.0,32.218,28.85,58.878,37.613,2032.3970000000002,20.14647,15.73899,30.56324,49.16536,2.610278,5.645548000000001,0.09999959
2527,23460,620.0549,599.826,0.0,28.88,27.128,64.755,58.875,2135.056,20.074270000000002,19.65458,28.0008,61.09231,2.4352080000000003,5.930711,0.06852958
2528,23461,620.3633,599.7497,0.0,27.128,26.026,71.816,64.808,2091.595,20.587229999999998,19.94045,26.52738,68.47706,1.466389,5.8099870000000005,0.03849405
2529,23462,620.3999,599.7436,0.0,26.038,25.516,73.97399999999999,71.844,2044.953,20.64432,20.50016,25.69189,73.32352,1.4232639999999999,5.680425,0.03148204
2530,23463,619.9359,599.6734,0.0,25.596,25.196,75.691,73.531,2037.88,20.64152,20.49304,25.42431,74.50837,1.6163889999999999,5.660779,0.03258418
2531,23464,600.9066,599.7344,0.0,25.224,24.774,77.844,75.632,2012.035,20.68714,20.57965,25.01792,76.59751999999999,1.807362,5.588986,0.031898
2532,23465,619.9451,599.7131,0.0,24.825,24.613,78.566,77.49600000000001,1988.4189999999999,20.7364,20.529970000000002,24.71063,78.05458,1.8925,5.523385,0.03059552
2533,23466,619.8627,599.7527,0.0,24.632,24.042,79.449,77.869,2018.7820000000002,20.54787,20.2235,24.28586,78.58433000000001,2.3477080000000004,5.607728,0.03356063
2534,23467,600.8944,599.8748,0.0,24.093,23.612,79.164,77.734,1966.5020000000002,20.25164,19.58409,23.85502,78.73975,2.02257,5.462505999999999,0.0300975
2535,23468,620.3389,599.7802,0.0,23.712,23.02,79.52,77.609,1873.079,19.60134,19.26859,23.37935,78.43156,1.440764,5.202999,0.0242817
2536,23469,620.2991,599.8412,0.0,23.1,22.678,80.531,79.12100000000001,1849.826,19.31853,19.14813,22.92353,79.62503000000001,1.637014,5.1384050000000006,0.02462123
2537,23470,620.2869,599.9329,0.0,22.678,22.308,82.039,80.46600000000001,1811.692,19.21444,19.07979,22.49501,81.27150999999999,0.8391665999999999,5.032477,0.01451515
2538,23471,619.8383,599.7344,0.0,24.504,22.47,81.726,74.098,2372.889,19.75921,19.17823,23.40189,78.39211,0.44506949999999995,6.5913580000000005,0.01472912
2539,23472,600.9951,599.884,0.0,27.399,24.542,74.156,62.619,3014.77,20.002489999999998,19.31596,25.92638,68.47003000000001,1.309444,8.374360000000001,0.04671634
